SUBPARTITION_NAME	HIGH_VALUE
INDIANA_UNIVERSITY_HEA20260628	TIMESTAMP' 2026-06-29 00:00:00'
JACKSONPACEPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
JERRYSCHAIN803320260628	TIMESTAMP' 2026-06-29 00:00:00'
KELLERAPOTHECARY20260628	TIMESTAMP' 2026-06-29 00:00:00'
KENMOREPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
KINSLEYDRUG20260628	TIMESTAMP' 2026-06-29 00:00:00'
KMART20260628	TIMESTAMP' 2026-06-29 00:00:00'
LAURELHEIGHTSPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
LILYSCHAIN803420260628	TIMESTAMP' 2026-06-29 00:00:00'
LINDENWOODDRUG20260628	TIMESTAMP' 2026-06-29 00:00:00'
LITTLECREEKDRUGSMITH20260628	TIMESTAMP' 2026-06-29 00:00:00'
LITTLECREEKDRUGSOUTH20260628	TIMESTAMP' 2026-06-29 00:00:00'
LONEST20260628	TIMESTAMP' 2026-06-29 00:00:00'
LOWELL20260628	TIMESTAMP' 2026-06-29 00:00:00'
LUNDSBY20260628	TIMESTAMP' 2026-06-29 00:00:00'
MEDI20260628	TIMESTAMP' 2026-06-29 00:00:00'
MEDICINECHESTPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
MEDSHP20260628	TIMESTAMP' 2026-06-29 00:00:00'
MEIJER20260628	TIMESTAMP' 2026-06-29 00:00:00'
MOBIMEDSINC20260628	TIMESTAMP' 2026-06-29 00:00:00'
NAMBEDRUGSLOSALAMOS20260628	TIMESTAMP' 2026-06-29 00:00:00'
NEIGHBORHOODHEALTHCARE20260628	TIMESTAMP' 2026-06-29 00:00:00'
NEKOSDEDRICKSPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
OTHER20260628	TIMESTAMP' 2026-06-29 00:00:00'
OUTRIGGERS20260628	TIMESTAMP' 2026-06-29 00:00:00'
PCHS20260628	TIMESTAMP' 2026-06-29 00:00:00'
PDXQA400020260628	TIMESTAMP' 2026-06-29 00:00:00'
PDXQA500020260628	TIMESTAMP' 2026-06-29 00:00:00'
PERFORMANCECHAIN200020260628	TIMESTAMP' 2026-06-29 00:00:00'
PHARMACA20260628	TIMESTAMP' 2026-06-29 00:00:00'
PHARMACARE20260628	TIMESTAMP' 2026-06-29 00:00:00'
PHARMACYARTS20260628	TIMESTAMP' 2026-06-29 00:00:00'
PHILSPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
PRIMARYHEALTHCARE20260628	TIMESTAMP' 2026-06-29 00:00:00'
PRIMEMARTPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
ACMEHQ20260628	TIMESTAMP' 2026-06-29 00:00:00'
AKINSDRUGSTORE20260628	TIMESTAMP' 2026-06-29 00:00:00'
ALBERT20260628	TIMESTAMP' 2026-06-29 00:00:00'
ALBSAFEWAY20260628	TIMESTAMP' 2026-06-29 00:00:00'
AMBULATORYCARE20260628	TIMESTAMP' 2026-06-29 00:00:00'
AMSLERPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
ANDOVERAPOTHECARY20260628	TIMESTAMP' 2026-06-29 00:00:00'
APOTHERCARY20260628	TIMESTAMP' 2026-06-29 00:00:00'
ARCHQACHAIN600020260628	TIMESTAMP' 2026-06-29 00:00:00'
ARUNDELPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
AVELLA20260628	TIMESTAMP' 2026-06-29 00:00:00'
BEST20260628	TIMESTAMP' 2026-06-29 00:00:00'
BOICEVILLEPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
BURKLOW20260628	TIMESTAMP' 2026-06-29 00:00:00'
CACTUSDRUG20260628	TIMESTAMP' 2026-06-29 00:00:00'
CANOHEALTH20260628	TIMESTAMP' 2026-06-29 00:00:00'
CAREMEDPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
CARERXOFFSHORE20260628	TIMESTAMP' 2026-06-29 00:00:00'
CENTRALVALLEYMEDICAL20260628	TIMESTAMP' 2026-06-29 00:00:00'
CIRCLE_RXINC20260628	TIMESTAMP' 2026-06-29 00:00:00'
COLUMBIAVALLEY20260628	TIMESTAMP' 2026-06-29 00:00:00'
COSTCO20260628	TIMESTAMP' 2026-06-29 00:00:00'
COSTCOWESTFARGOPHARM20260628	TIMESTAMP' 2026-06-29 00:00:00'
COVANCEPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
CROSSCHAIN120260628	TIMESTAMP' 2026-06-29 00:00:00'
CROSSCHAIN220260628	TIMESTAMP' 2026-06-29 00:00:00'
CROSSCHAIN320260628	TIMESTAMP' 2026-06-29 00:00:00'
CROSSCHAIN420260628	TIMESTAMP' 2026-06-29 00:00:00'
CROSSCHAINPDXSH0520260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN700220260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN700720260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN701020260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800020260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800120260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800220260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800320260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800420260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800520260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800620260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800720260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800820260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN800920260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN801020260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN801120260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN801220260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN801320260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN801420260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN801520260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN801620260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN801720260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN801820260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN802420260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN802520260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN802620260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN802720260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN802920260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN803220260628	TIMESTAMP' 2026-06-29 00:00:00'
SYS_SU20260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN810220260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN810320260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN810420260628	TIMESTAMP' 2026-06-29 00:00:00'
CSQATESTCHAIN810520260628	TIMESTAMP' 2026-06-29 00:00:00'
CUMBERLAND2PHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
CUMBERLANDPHARMACY20260628	TIMESTAMP' 2026-06-29 00:00:00'
REDCROSSPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
REDHOOKDRUGSTORE20260629	TIMESTAMP' 2026-06-30 00:00:00'
ROGERSVILLEPHARMACYLLC20260629	TIMESTAMP' 2026-06-30 00:00:00'
RXCOM20260629	TIMESTAMP' 2026-06-30 00:00:00'
SAFEWAY20260629	TIMESTAMP' 2026-06-30 00:00:00'
SAFEWAYHAGGEN20260629	TIMESTAMP' 2026-06-30 00:00:00'
SAMSCLUB20260629	TIMESTAMP' 2026-06-30 00:00:00'
SARALANDPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
SAUGERTIESPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
SAVEONDRUGS20260629	TIMESTAMP' 2026-06-30 00:00:00'
SAVMRT20260629	TIMESTAMP' 2026-06-30 00:00:00'
SELAUTOCHAIN555520260629	TIMESTAMP' 2026-06-30 00:00:00'
SETONMEDICALMANAGEMENT20260629	TIMESTAMP' 2026-06-30 00:00:00'
SHOPKO20260629	TIMESTAMP' 2026-06-30 00:00:00'
SMITHSTREETPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
SPRVAL20260629	TIMESTAMP' 2026-06-30 00:00:00'
STLUKE20260629	TIMESTAMP' 2026-06-30 00:00:00'
SULLIVANSPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
SUPERVALUINC20260629	TIMESTAMP' 2026-06-30 00:00:00'
TCUHEALTHCENTER20260629	TIMESTAMP' 2026-06-30 00:00:00'
THEPRESCRIPTIONSHOP20260629	TIMESTAMP' 2026-06-30 00:00:00'
TRANSI20260629	TIMESTAMP' 2026-06-30 00:00:00'
TRIUNITYPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
UNIONPACIFICRR20260629	TIMESTAMP' 2026-06-30 00:00:00'
UNITEDS20260629	TIMESTAMP' 2026-06-30 00:00:00'
VELOCE20260629	TIMESTAMP' 2026-06-30 00:00:00'
WALGREENSCO20260629	TIMESTAMP' 2026-06-30 00:00:00'
WEBSCR20260629	TIMESTAMP' 2026-06-30 00:00:00'
WEIS20260629	TIMESTAMP' 2026-06-30 00:00:00'
WENTWORTHDOUGLASS20260629	TIMESTAMP' 2026-06-30 00:00:00'
WESTBURY_PHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
WESTERNPHARMACYGROUP20260629	TIMESTAMP' 2026-06-30 00:00:00'
WESTMAIN20260629	TIMESTAMP' 2026-06-30 00:00:00'
WINNDIXIE20260629	TIMESTAMP' 2026-06-30 00:00:00'
YORKPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
DAHLS20260629	TIMESTAMP' 2026-06-30 00:00:00'
DANTESCHAIN803020260629	TIMESTAMP' 2026-06-30 00:00:00'
DARBYS20260629	TIMESTAMP' 2026-06-30 00:00:00'
DERMSERVLLC20260629	TIMESTAMP' 2026-06-30 00:00:00'
DOUGHERTYSPHARMACYINC20260629	TIMESTAMP' 2026-06-30 00:00:00'
DUMMY20260629	TIMESTAMP' 2026-06-30 00:00:00'
EAGLESCRIPTSAPOTHECARY20260629	TIMESTAMP' 2026-06-30 00:00:00'
ECOM20260629	TIMESTAMP' 2026-06-30 00:00:00'
EHRCC20260629	TIMESTAMP' 2026-06-30 00:00:00'
EISNERMEDICAL20260629	TIMESTAMP' 2026-06-30 00:00:00'
ENTERPRISEBICHAIN20260629	TIMESTAMP' 2026-06-30 00:00:00'
EPSDEV707720260629	TIMESTAMP' 2026-06-30 00:00:00'
EXPRESSRX20260629	TIMESTAMP' 2026-06-30 00:00:00'
FLEXCAREPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
FREDS20260629	TIMESTAMP' 2026-06-30 00:00:00'
FRESENIUSMEDICALCARE20260629	TIMESTAMP' 2026-06-30 00:00:00'
FRUTH20260629	TIMESTAMP' 2026-06-30 00:00:00'
GEAGLE20260629	TIMESTAMP' 2026-06-30 00:00:00'
GELSONSMARKETS20260629	TIMESTAMP' 2026-06-30 00:00:00'
GENRXCORPORATION20260629	TIMESTAMP' 2026-06-30 00:00:00'
GIANTEAGLETRNRXTESTING20260629	TIMESTAMP' 2026-06-30 00:00:00'
GILLETTE20260629	TIMESTAMP' 2026-06-30 00:00:00'
GRUBBSPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
GUNDER20260629	TIMESTAMP' 2026-06-30 00:00:00'
GUNDERSENDEGENBERGLUND20260629	TIMESTAMP' 2026-06-30 00:00:00'
HAGGEN20260629	TIMESTAMP' 2026-06-30 00:00:00'
HANNAF20260629	TIMESTAMP' 2026-06-30 00:00:00'
HEALTHSCRIPTS20260629	TIMESTAMP' 2026-06-30 00:00:00'
HOMETOWNSUPERMARKETS20260629	TIMESTAMP' 2026-06-30 00:00:00'
INDIANA_UNIVERSITY_HEA20260629	TIMESTAMP' 2026-06-30 00:00:00'
JACKSONPACEPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
JERRYSCHAIN803320260629	TIMESTAMP' 2026-06-30 00:00:00'
KELLERAPOTHECARY20260629	TIMESTAMP' 2026-06-30 00:00:00'
KENMOREPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
KINSLEYDRUG20260629	TIMESTAMP' 2026-06-30 00:00:00'
KMART20260629	TIMESTAMP' 2026-06-30 00:00:00'
LAURELHEIGHTSPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
LILYSCHAIN803420260629	TIMESTAMP' 2026-06-30 00:00:00'
LINDENWOODDRUG20260629	TIMESTAMP' 2026-06-30 00:00:00'
LITTLECREEKDRUGSMITH20260629	TIMESTAMP' 2026-06-30 00:00:00'
LITTLECREEKDRUGSOUTH20260629	TIMESTAMP' 2026-06-30 00:00:00'
LONEST20260629	TIMESTAMP' 2026-06-30 00:00:00'
LOWELL20260629	TIMESTAMP' 2026-06-30 00:00:00'
LUNDSBY20260629	TIMESTAMP' 2026-06-30 00:00:00'
MEDI20260629	TIMESTAMP' 2026-06-30 00:00:00'
MEDICINECHESTPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
MEDSHP20260629	TIMESTAMP' 2026-06-30 00:00:00'
MEIJER20260629	TIMESTAMP' 2026-06-30 00:00:00'
MOBIMEDSINC20260629	TIMESTAMP' 2026-06-30 00:00:00'
NAMBEDRUGSLOSALAMOS20260629	TIMESTAMP' 2026-06-30 00:00:00'
NEIGHBORHOODHEALTHCARE20260629	TIMESTAMP' 2026-06-30 00:00:00'
NEKOSDEDRICKSPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
OTHER20260629	TIMESTAMP' 2026-06-30 00:00:00'
OUTRIGGERS20260629	TIMESTAMP' 2026-06-30 00:00:00'
PCHS20260629	TIMESTAMP' 2026-06-30 00:00:00'
PDXQA400020260629	TIMESTAMP' 2026-06-30 00:00:00'
PDXQA500020260629	TIMESTAMP' 2026-06-30 00:00:00'
PERFORMANCECHAIN200020260629	TIMESTAMP' 2026-06-30 00:00:00'
PHARMACA20260629	TIMESTAMP' 2026-06-30 00:00:00'
PHARMACARE20260629	TIMESTAMP' 2026-06-30 00:00:00'
PHARMACYARTS20260629	TIMESTAMP' 2026-06-30 00:00:00'
PHILSPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
PRIMARYHEALTHCARE20260629	TIMESTAMP' 2026-06-30 00:00:00'
PRIMEMARTPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
ACMEHQ20260629	TIMESTAMP' 2026-06-30 00:00:00'
AKINSDRUGSTORE20260629	TIMESTAMP' 2026-06-30 00:00:00'
ALBERT20260629	TIMESTAMP' 2026-06-30 00:00:00'
ALBSAFEWAY20260629	TIMESTAMP' 2026-06-30 00:00:00'
AMBULATORYCARE20260629	TIMESTAMP' 2026-06-30 00:00:00'
AMSLERPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
ANDOVERAPOTHECARY20260629	TIMESTAMP' 2026-06-30 00:00:00'
APOTHERCARY20260629	TIMESTAMP' 2026-06-30 00:00:00'
ARCHQACHAIN600020260629	TIMESTAMP' 2026-06-30 00:00:00'
ARUNDELPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
AVELLA20260629	TIMESTAMP' 2026-06-30 00:00:00'
BEST20260629	TIMESTAMP' 2026-06-30 00:00:00'
BOICEVILLEPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
BURKLOW20260629	TIMESTAMP' 2026-06-30 00:00:00'
CACTUSDRUG20260629	TIMESTAMP' 2026-06-30 00:00:00'
CANOHEALTH20260629	TIMESTAMP' 2026-06-30 00:00:00'
CAREMEDPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
CARERXOFFSHORE20260629	TIMESTAMP' 2026-06-30 00:00:00'
CENTRALVALLEYMEDICAL20260629	TIMESTAMP' 2026-06-30 00:00:00'
CIRCLE_RXINC20260629	TIMESTAMP' 2026-06-30 00:00:00'
COLUMBIAVALLEY20260629	TIMESTAMP' 2026-06-30 00:00:00'
COSTCO20260629	TIMESTAMP' 2026-06-30 00:00:00'
COSTCOWESTFARGOPHARM20260629	TIMESTAMP' 2026-06-30 00:00:00'
COVANCEPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
CROSSCHAIN120260629	TIMESTAMP' 2026-06-30 00:00:00'
CROSSCHAIN220260629	TIMESTAMP' 2026-06-30 00:00:00'
CROSSCHAIN320260629	TIMESTAMP' 2026-06-30 00:00:00'
CROSSCHAIN420260629	TIMESTAMP' 2026-06-30 00:00:00'
CROSSCHAINPDXSH0520260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN700220260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN700720260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN701020260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800020260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800120260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800220260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800320260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800420260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800520260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800620260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800720260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800820260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN800920260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN801020260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN801120260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN801220260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN801320260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN801420260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN801520260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN801620260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN801720260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN801820260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN802420260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN802520260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN802620260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN802720260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN802920260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN803220260629	TIMESTAMP' 2026-06-30 00:00:00'
SYS_SU20260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN810220260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN810320260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN810420260629	TIMESTAMP' 2026-06-30 00:00:00'
CSQATESTCHAIN810520260629	TIMESTAMP' 2026-06-30 00:00:00'
CUMBERLAND2PHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
CUMBERLANDPHARMACY20260629	TIMESTAMP' 2026-06-30 00:00:00'
REDCROSSPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
REDHOOKDRUGSTORE20260630	TIMESTAMP' 2026-07-01 00:00:00'
ROGERSVILLEPHARMACYLLC20260630	TIMESTAMP' 2026-07-01 00:00:00'
RXCOM20260630	TIMESTAMP' 2026-07-01 00:00:00'
SAFEWAY20260630	TIMESTAMP' 2026-07-01 00:00:00'
SAFEWAYHAGGEN20260630	TIMESTAMP' 2026-07-01 00:00:00'
SAMSCLUB20260630	TIMESTAMP' 2026-07-01 00:00:00'
SARALANDPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
SAUGERTIESPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
SAVEONDRUGS20260630	TIMESTAMP' 2026-07-01 00:00:00'
SAVMRT20260630	TIMESTAMP' 2026-07-01 00:00:00'
SELAUTOCHAIN555520260630	TIMESTAMP' 2026-07-01 00:00:00'
SETONMEDICALMANAGEMENT20260630	TIMESTAMP' 2026-07-01 00:00:00'
SHOPKO20260630	TIMESTAMP' 2026-07-01 00:00:00'
SMITHSTREETPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
SPRVAL20260630	TIMESTAMP' 2026-07-01 00:00:00'
STLUKE20260630	TIMESTAMP' 2026-07-01 00:00:00'
SULLIVANSPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
SUPERVALUINC20260630	TIMESTAMP' 2026-07-01 00:00:00'
TCUHEALTHCENTER20260630	TIMESTAMP' 2026-07-01 00:00:00'
THEPRESCRIPTIONSHOP20260630	TIMESTAMP' 2026-07-01 00:00:00'
TRANSI20260630	TIMESTAMP' 2026-07-01 00:00:00'
TRIUNITYPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
UNIONPACIFICRR20260630	TIMESTAMP' 2026-07-01 00:00:00'
UNITEDS20260630	TIMESTAMP' 2026-07-01 00:00:00'
VELOCE20260630	TIMESTAMP' 2026-07-01 00:00:00'
WALGREENSCO20260630	TIMESTAMP' 2026-07-01 00:00:00'
WEBSCR20260630	TIMESTAMP' 2026-07-01 00:00:00'
WEIS20260630	TIMESTAMP' 2026-07-01 00:00:00'
WENTWORTHDOUGLASS20260630	TIMESTAMP' 2026-07-01 00:00:00'
WESTBURY_PHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
WESTERNPHARMACYGROUP20260630	TIMESTAMP' 2026-07-01 00:00:00'
WESTMAIN20260630	TIMESTAMP' 2026-07-01 00:00:00'
WINNDIXIE20260630	TIMESTAMP' 2026-07-01 00:00:00'
YORKPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
DAHLS20260630	TIMESTAMP' 2026-07-01 00:00:00'
DANTESCHAIN803020260630	TIMESTAMP' 2026-07-01 00:00:00'
DARBYS20260630	TIMESTAMP' 2026-07-01 00:00:00'
DERMSERVLLC20260630	TIMESTAMP' 2026-07-01 00:00:00'
DOUGHERTYSPHARMACYINC20260630	TIMESTAMP' 2026-07-01 00:00:00'
DUMMY20260630	TIMESTAMP' 2026-07-01 00:00:00'
EAGLESCRIPTSAPOTHECARY20260630	TIMESTAMP' 2026-07-01 00:00:00'
ECOM20260630	TIMESTAMP' 2026-07-01 00:00:00'
EHRCC20260630	TIMESTAMP' 2026-07-01 00:00:00'
EISNERMEDICAL20260630	TIMESTAMP' 2026-07-01 00:00:00'
ENTERPRISEBICHAIN20260630	TIMESTAMP' 2026-07-01 00:00:00'
EPSDEV707720260630	TIMESTAMP' 2026-07-01 00:00:00'
EXPRESSRX20260630	TIMESTAMP' 2026-07-01 00:00:00'
FLEXCAREPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
FREDS20260630	TIMESTAMP' 2026-07-01 00:00:00'
FRESENIUSMEDICALCARE20260630	TIMESTAMP' 2026-07-01 00:00:00'
FRUTH20260630	TIMESTAMP' 2026-07-01 00:00:00'
GEAGLE20260630	TIMESTAMP' 2026-07-01 00:00:00'
GELSONSMARKETS20260630	TIMESTAMP' 2026-07-01 00:00:00'
GENRXCORPORATION20260630	TIMESTAMP' 2026-07-01 00:00:00'
GIANTEAGLETRNRXTESTING20260630	TIMESTAMP' 2026-07-01 00:00:00'
GILLETTE20260630	TIMESTAMP' 2026-07-01 00:00:00'
GRUBBSPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
GUNDER20260630	TIMESTAMP' 2026-07-01 00:00:00'
GUNDERSENDEGENBERGLUND20260630	TIMESTAMP' 2026-07-01 00:00:00'
HAGGEN20260630	TIMESTAMP' 2026-07-01 00:00:00'
HANNAF20260630	TIMESTAMP' 2026-07-01 00:00:00'
HEALTHSCRIPTS20260630	TIMESTAMP' 2026-07-01 00:00:00'
HOMETOWNSUPERMARKETS20260630	TIMESTAMP' 2026-07-01 00:00:00'
INDIANA_UNIVERSITY_HEA20260630	TIMESTAMP' 2026-07-01 00:00:00'
JACKSONPACEPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
JERRYSCHAIN803320260630	TIMESTAMP' 2026-07-01 00:00:00'
KELLERAPOTHECARY20260630	TIMESTAMP' 2026-07-01 00:00:00'
KENMOREPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
KINSLEYDRUG20260630	TIMESTAMP' 2026-07-01 00:00:00'
KMART20260630	TIMESTAMP' 2026-07-01 00:00:00'
LAURELHEIGHTSPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
LILYSCHAIN803420260630	TIMESTAMP' 2026-07-01 00:00:00'
LINDENWOODDRUG20260630	TIMESTAMP' 2026-07-01 00:00:00'
LITTLECREEKDRUGSMITH20260630	TIMESTAMP' 2026-07-01 00:00:00'
LITTLECREEKDRUGSOUTH20260630	TIMESTAMP' 2026-07-01 00:00:00'
LONEST20260630	TIMESTAMP' 2026-07-01 00:00:00'
LOWELL20260630	TIMESTAMP' 2026-07-01 00:00:00'
LUNDSBY20260630	TIMESTAMP' 2026-07-01 00:00:00'
MEDI20260630	TIMESTAMP' 2026-07-01 00:00:00'
MEDICINECHESTPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
MEDSHP20260630	TIMESTAMP' 2026-07-01 00:00:00'
MEIJER20260630	TIMESTAMP' 2026-07-01 00:00:00'
MOBIMEDSINC20260630	TIMESTAMP' 2026-07-01 00:00:00'
NAMBEDRUGSLOSALAMOS20260630	TIMESTAMP' 2026-07-01 00:00:00'
NEIGHBORHOODHEALTHCARE20260630	TIMESTAMP' 2026-07-01 00:00:00'
NEKOSDEDRICKSPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
OTHER20260630	TIMESTAMP' 2026-07-01 00:00:00'
OUTRIGGERS20260630	TIMESTAMP' 2026-07-01 00:00:00'
PCHS20260630	TIMESTAMP' 2026-07-01 00:00:00'
PDXQA400020260630	TIMESTAMP' 2026-07-01 00:00:00'
PDXQA500020260630	TIMESTAMP' 2026-07-01 00:00:00'
PERFORMANCECHAIN200020260630	TIMESTAMP' 2026-07-01 00:00:00'
PHARMACA20260630	TIMESTAMP' 2026-07-01 00:00:00'
PHARMACARE20260630	TIMESTAMP' 2026-07-01 00:00:00'
PHARMACYARTS20260630	TIMESTAMP' 2026-07-01 00:00:00'
PHILSPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
PRIMARYHEALTHCARE20260630	TIMESTAMP' 2026-07-01 00:00:00'
PRIMEMARTPHARMACY20260630	TIMESTAMP' 2026-07-01 00:00:00'
ACMEHQ20260630	TIMESTAMP' 2026-07-01 00:00:00'
AKINSDRUGSTORE20260630	TIMESTAMP' 2026-07-01 00:00:00'
ALBERT20260630	TIMESTAMP' 2026-07-01 00:00:00'
